country,year,nitrous_oxide,agricultural_land,greenhouse_gas_emissions,irrigated_land,population_growth,urban_population,GDP,forest_area
Turkiye,2018,32690.0,,,,,,,
Turkiye,2017,32870.0,,,,,,,
Turkiye,2016,33270.0,,,,,,,
Turkiye,2015,31020.0,,,,,,,
Turkiye,2014,30610.0,,,,,,,
Turkiye,2013,30780.0,,,,,,,
Turkiye,2012,28310.0,,,,,,,
Turkiye,2011,26140.0,,,,,,,
Turkiye,2010,26260.0,,,,,,,
Turkiye,2009,26780.0,,,,,,,
Turkiye,2008,23830.0,,,,,,,
Turkiye,2007,25680.0,,,,,,,
Turkiye,2006,26900.0,,,,,,,
Turkiye,2005,25380.0,,,,,,,
Turkiye,2004,24970.0,,,,,,,
Turkiye,2003,24800.0,,,,,,,
Turkiye,2002,24310.0,,,,,,,
Turkiye,2001,23950.0,,,,,,,
Turkiye,2000,26520.0,,,,,,,
Turkiye,1999,27000.0,,,,,,,
Turkiye,1998,27060.0,,,,,,,
Turkiye,1997,25770.0,,,,,,,
Turkiye,1996,25680.0,,,,,,,
Turkiye,1995,25120.0,,,,,,,
Turkiye,1994,24760.0,,,,,,,
Turkiye,1993,27570.0,,,,,,,
Turkiye,1992,26560.0,,,,,,,
Turkiye,1991,25600.0,,,,,,,
Turkiye,1990,26790.0,,,,,,,
United States,2020,,,,,,,,
United States,2019,264950.0,,,,,,,
United States,2018,267270.0,,,,,,,
United States,2017,265710.0,,,,,,,
United States,2016,266430.0,,,,,,,
United States,2015,259910.0,,,,,,,
United States,2014,261330.0,,,,,,,
United States,2013,259850.0,,,,,,,
United States,2012,256760.0,,,,,,,
United States,2011,263870.0,,,,,,,
United States,2010,254200.0,,,,,,,
United States,2009,247170.0,,,,,,,
United States,2008,254910.0,,,,,,,
United States,2007,269780.0,,,,,,,
United States,2006,262530.0,,,,,,,
United States,2005,257270.0,,,,,,,
United States,2004,255130.0,,,,,,,
United States,2003,254100.0,,,,,,,
United States,2002,246970.0,,,,,,,
United States,2001,245930.0,,,,,,,
United States,2000,250740.0,,,,,,,
United States,1999,251940.0,,,,,,,
United States,1998,253680.0,,,,,,,
United States,1997,257030.0,,,,,,,
United States,1996,263110.0,,,,,,,
United States,1995,256310.0,,,,,,,
United States,1994,254050.0,,,,,,,
United States,1993,246930.0,,,,,,,
United States,1992,243790.0,,,,,,,
United States,1991,239320.0,,,,,,,
United States,1990,240270.0,,,,,,,
Brazil,2020,,28.3410903622098,,,,,,
Brazil,2019,,28.3410903622098,,,,,,
Brazil,2018,,28.3410903622098,,,,,,
Brazil,2017,,28.3410663137971,,,,,,
Brazil,2016,,28.2549706035075,,,,,,
Brazil,2015,,28.1687313206048,,,,,,
Brazil,2014,,28.0824920377022,,,,,,
Brazil,2013,,27.9962527547995,,,,,,
Brazil,2012,,27.9100134718969,,,,,,
Brazil,2011,,27.8237741889942,,,,,,
Brazil,2010,,27.7375349060916,,,,,,
Brazil,2009,,27.6512956231889,,,,,,
Brazil,2008,,27.5650563402862,,,,,,
Brazil,2007,,27.4788170573836,,,,,,
Brazil,2006,,27.3925777744809,,,,,,
Brazil,2005,,27.3795365954626,,,,,,
Brazil,2004,,27.3671295288186,,,,,,
Brazil,2003,,27.3547224621746,,,,,,
Brazil,2002,,27.3423153955306,,,,,,
Brazil,2001,,27.3299083288866,,,,,,
Brazil,2000,,27.3175012622426,,,,,,
Brazil,1999,,27.3050941955985,,,,,,
Brazil,1998,,27.2926871289545,,,,,,
Brazil,1997,,27.2802800623105,,,,,,
Brazil,1996,,27.2678729956665,,,,,,
Brazil,1995,,27.2554659290225,,,,,,
Brazil,1994,,27.4248576836473,,,,,,
Brazil,1993,,27.594728013649,,,,,,
Brazil,1992,,27.7645983436506,,,,,,
Brazil,1991,,27.9344686736523,,,,,,
Brazil,1990,,28.1043390036539,,,,,,
China,2020,,56.0768976600843,,,,,,
China,2019,,56.0770143746388,,,,,,
China,2018,,56.077067426709,,,,,,
China,2017,,56.0773345717245,,,,,,
China,2016,,56.0816654067681,,,,,,
China,2015,,56.090201435984,,,,,,
China,2014,,56.0967380472843,,,,,,
China,2013,,56.1080381401584,,,,,,
China,2012,,56.107828313151,,,,,,
China,2011,,56.1169108294991,,,,,,
China,2010,,56.1202755223834,,,,,,
China,2009,,56.1332002008976,,,,,,
China,2008,,56.0709365390941,,,,,,
China,2007,,56.0083515761775,,,,,,
China,2006,,55.9457666238713,,,,,,
China,2005,,55.8831828468425,,,,,,
China,2004,,55.8204876430821,,,,,,
China,2003,,55.7583318331087,,,,,,
China,2002,,55.695637819864,,,,,,
China,2001,,55.6328406499339,,,,,,
China,2000,,55.5700446698569,,,,,,
China,1999,,55.5703835980099,,,,,,
China,1998,,55.5707814882368,,,,,,
China,1997,,55.5713915865846,,,,,,
China,1996,,55.5722138930535,,,,,,
China,1995,,55.5681229787198,,,,,,
China,1994,,55.5683116756343,,,,,,
China,1993,,55.0794881942816,,,,,,
China,1992,,54.6648317659929,,,,,,
China,1991,,54.3542638628196,,,,,,
China,1990,,53.7516963458667,,,,,,
Germany,2020,,47.4970663155786,,,,,,
Germany,2019,,47.7002776267209,,,,,,
Germany,2018,,47.6415364359723,,,,,,
Germany,2017,,47.7631164667831,,,,,,
Germany,2016,,47.6843370735058,,,,,,
Germany,2015,,47.9590666743106,,,,,,
Germany,2014,,47.9363714531384,,,,,,
Germany,2013,,47.8588626461821,,,,,,
Germany,2012,,47.8108681930338,,,,,,
Germany,2011,,47.9659169153087,,,,,,
Germany,2010,,47.9100324181656,,,,,,
Germany,2009,,48.4380826711798,,,,,,
Germany,2008,,48.5356968706078,,,,,,
Germany,2007,,48.6133019760805,,,,,,
Germany,2006,,48.5948612066988,,,,,,
Germany,2005,,48.8330083725198,,,,,,
Germany,2004,,48.7799982796686,,,,,,
Germany,2003,,48.7400017201342,,,,,,
Germany,2002,,48.6355558103537,,,,,,
Germany,2001,,48.8220120378332,,,,,,
Germany,2000,,48.9124516406362,,,,,,
Germany,1999,,49.1489483638031,,,,,,
Germany,1998,,49.776517105037,,,,,,
Germany,1997,,49.6404526572124,,,,,,
Germany,1996,,49.6634105817984,,,,,,
Germany,1995,,49.6791750214838,,,,,,
Germany,1994,,49.5774970639627,,,,,,
Germany,1993,,49.1578826764436,,,,,,
Germany,1992,,48.5521152579269,,,,,,
Germany,1991,,49.0820038381119,,,,,,
Germany,1990,,51.6483831237648,,,,,,
France,2020,,52.1475462828527,,,,,,
France,2019,,52.2706969320089,,,,,,
France,2018,,52.3417653321937,,,,,,
France,2017,,52.410066897145,,,,,,
France,2016,,52.4475461002233,,,,,,
France,2015,,52.4637617636155,,,,,,
France,2014,,52.5360830014044,,,,,,
France,2013,,52.549232317366,,,,,,
France,2012,,52.6790818124871,,,,,,
France,2011,,52.7408105457514,,,,,,
France,2010,,52.8279247639972,,,,,,
France,2009,,52.9988658714983,,,,,,
France,2008,,53.1635975797953,,,,,,
France,2007,,53.338921792617,,,,,,
France,2006,,53.5336047206044,,,,,,
France,2005,,53.675507755357,,,,,,
France,2004,,53.7987132168301,,,,,,
France,2003,,53.9083390676934,,,,,,
France,2002,,54.0768526956519,,,,,,
France,2001,,54.2642270260991,,,,,,
France,2000,,54.4360781420356,,,,,,
France,1999,,54.6584338691592,,,,,,
France,1998,,54.7513906999339,,,,,,
France,1997,,54.860236026342,,,,,,
France,1996,,54.963785187539,,,,,,
France,1995,,55.0622208099115,,,,,,
France,1994,,55.1621174433767,,,,,,
France,1993,,55.3199066413912,,,,,,
France,1992,,55.4897491809207,,,,,,
France,1991,,55.673471325831,,,,,,
France,1990,,55.8705251969626,,,,,,
Japan,2020,,11.9945130315501,,,,,,
Japan,2019,,12.0631001371742,,,,,,
Japan,2018,,12.1262002743484,,,,,,
Japan,2017,,12.1920438957476,,,,,,
Japan,2016,,12.2661179698217,,,,,,
Japan,2015,,12.3347050754458,,,,,,
Japan,2014,,12.3950617283951,,,,,,
Japan,2013,,12.4499314128944,,,,,,
Japan,2012,,12.480109739369,,,,,,
Japan,2011,,12.5130315500686,,,,,,
Japan,2010,,12.6008230452675,,,,,,
Japan,2009,,12.6447187928669,,,,,,
Japan,2008,,12.6968449931413,,,,,,
Japan,2007,,12.7572016460905,,,,,,
Japan,2006,,12.8148148148148,,,,,,
Japan,2005,,12.8724279835391,,,,,,
Japan,2004,,12.9327846364883,,,,,,
Japan,2003,,12.9931412894376,,,,,,
Japan,2002,,13.0672153635117,,,,,,
Japan,2001,,13.1495198902606,,,,,,
Japan,2000,,14.4252400548697,,,,,,
Japan,1999,,14.4609053497942,,,,,,
Japan,1998,,14.5679012345679,,,,,,
Japan,1997,,14.6886145404664,,,,,,
Japan,1996,,14.8120713305898,,,,,,
Japan,1995,,14.9286889742183,,,,,,
Japan,1994,,15.1755348326934,,,,,,
Japan,1993,,15.2879868348875,,,,,,
Japan,1992,,15.4004388370817,,,,,,
Japan,1991,,15.5074053757543,,,,,,
Japan,1990,,15.6143719144268,,,,,,
Sri Lanka,2020,,45.4574846427417,,,,,,
Sri Lanka,2019,,45.4472947072851,,,,,,
Sri Lanka,2018,,45.448079658606,,,,,,
Sri Lanka,2017,,44.5963194545425,,,,,,
Sri Lanka,2016,,44.4315189116701,,,,,,
Sri Lanka,2015,,44.2699497519913,,,,,,
Sri Lanka,2014,,43.6931908786477,,,,,,
Sri Lanka,2013,,43.6931908786477,,,,,,
Sri Lanka,2012,,43.6931908786477,,,,,,
Sri Lanka,2011,,43.5337266783607,,,,,,
Sri Lanka,2010,,41.7796204752033,,,,,,
Sri Lanka,2009,,41.6201562749163,,,,,,
Sri Lanka,2008,,41.3809599744857,,,,,,
Sri Lanka,2007,,38.1119438686015,,,,,,
Sri Lanka,2006,,38.9092648700367,,,,,,
Sri Lanka,2005,,40.0255142720459,,,,,,
Sri Lanka,2004,,36.8362302663052,,,,,,
Sri Lanka,2003,,37.7930154680274,,,,,,
Sri Lanka,2002,,37.5697655876256,,,,,,
Sri Lanka,2001,,37.4900334874821,,,,,,
Sri Lanka,2000,,37.4740870674534,,,,,,
Sri Lanka,1999,,37.3943549673098,,,,,,
Sri Lanka,1998,,37.1392122468506,,,,,,
Sri Lanka,1997,,37.1232658268219,,,,,,
Sri Lanka,1996,,37.1073194067932,,,,,,
Sri Lanka,1995,,37.0913729867645,,,,,,
Sri Lanka,1994,,37.0435337266784,,,,,,
Sri Lanka,1993,,36.9956944665922,,,,,,
Sri Lanka,1992,,37.3784085472811,,,,,,
Sri Lanka,1991,,37.3465157072237,,,,,,
Sri Lanka,1990,,37.2986764471376,,,,,,
Mexico,2020,,49.969392216878,,,,,,
Mexico,2019,,49.4385143650814,,,,,,
Mexico,2018,,49.6494251395355,,,,,,
Mexico,2017,,49.8706242444507,,,,,,
Mexico,2016,,50.5866920445485,,,,,,
Mexico,2015,,50.7626224954345,,,,,,
Mexico,2014,,50.7976028190025,,,,,,
Mexico,2013,,51.1772422130199,,,,,,
Mexico,2012,,51.7050335656781,,,,,,
Mexico,2011,,52.1217109493557,,,,,,
Mexico,2010,,52.3712029630392,,,,,,
Mexico,2009,,52.8213174207156,,,,,,
Mexico,2008,,53.1675197407341,,,,,,
Mexico,2007,,54.8882430103655,,,,,,
Mexico,2006,,54.8213688623679,,,,,,
Mexico,2005,,54.8213688623679,,,,,,
Mexico,2004,,54.8213688623679,,,,,,
Mexico,2003,,54.8110805319067,,,,,,
Mexico,2002,,54.8110805319067,,,,,,
Mexico,2001,,54.8110805319067,,,,,,
Mexico,2000,,54.6979088968338,,,,,,
Mexico,1999,,54.6958512307415,,,,,,
Mexico,1998,,54.6953368142185,,,,,,
Mexico,1997,,54.6876205663726,,,,,,
Mexico,1996,,54.6876205663726,,,,,,
Mexico,1995,,54.6284626662208,,,,,,
Mexico,1994,,54.6258905836055,,,,,,
Mexico,1993,,54.620746418375,,,,,,
Mexico,1992,,54.6192031688058,,,,,,
Mexico,1991,,54.6073715887754,,,,,,
Mexico,1990,,54.0914118161475,,,,,,
Netherlands,2020,,53.8892188892189,,,,,,
Netherlands,2019,,53.959013959014,,,,,,
Netherlands,2018,,54.1134541134541,,,,,,
Netherlands,2017,,54.024354024354,,,,,,
Netherlands,2016,,53.9055539055539,,,,,,
Netherlands,2015,,54.8262548262548,,,,,,
Netherlands,2014,,54.5888987830217,,,,,,
Netherlands,2013,,54.8411991688928,,,,,,
Netherlands,2012,,54.6174377224199,,,,,,
Netherlands,2011,,55.1126927639383,,,,,,
Netherlands,2010,,55.5084494515268,,,,,,
Netherlands,2009,,56.8455380966499,,,,,,
Netherlands,2008,,57.1475118483412,,,,,,
Netherlands,2007,,56.7061611374408,,,,,,
Netherlands,2006,,56.8601895734597,,,,,,
Netherlands,2005,,57.396327014218,,,,,,
Netherlands,2004,,57.7428909952607,,,,,,
Netherlands,2003,,56.6854265402844,,,,,,
Netherlands,2002,,57.4674170616114,,,,,,
Netherlands,2001,,56.9520142180095,,,,,,
Netherlands,2000,,58.0005924170616,,,,,,
Netherlands,1999,,58.2642180094787,,,,,,
Netherlands,1998,,58.4419431279621,,,,,,
Netherlands,1997,,58.2345971563981,,,,,,
Netherlands,1996,,58.6789099526066,,,,,,
Netherlands,1995,,58.175355450237,,,,,,
Netherlands,1994,,58.382701421801,,,,,,
Netherlands,1993,,58.8862559241706,,,,,,
Netherlands,1992,,58.8270142180095,,,,,,
Netherlands,1991,,58.9751184834123,,,,,,
Netherlands,1990,,59.4194312796209,,,,,,
Pakistan,2020,,47.6377646326276,,,,,,
Pakistan,2019,,47.1188771274388,,,,,,
Pakistan,2018,,47.9361249481112,,,,,,
Pakistan,2017,,48.0009858862599,,,,,,
Pakistan,2016,,47.7298671647987,,,,,,
Pakistan,2015,,46.9619136571191,,,,,,
Pakistan,2014,,47.0267745952677,,,,,,
Pakistan,2013,,47.063096720631,,,,,,
Pakistan,2012,,46.781600249066,,,,,,
Pakistan,2011,,46.6168534661685,,,,,,
Pakistan,2010,,45.7165836446658,,,,,,
Pakistan,2009,,45.7619863013699,,,,,,
Pakistan,2008,,45.8086861768369,,,,,,
Pakistan,2007,,46.7167393109174,,,,,,
Pakistan,2006,,46.875,,,,,,
Pakistan,2005,,46.6544728102947,,,,,,
Pakistan,2004,,46.7582503113325,,,,,,
Pakistan,2003,,47.7921336654213,,,,,,
Pakistan,2002,,47.8466168534662,,,,,,
Pakistan,2001,,47.9607721046077,,,,,,
Pakistan,2000,,47.6053341635533,,,,,,
Pakistan,1999,,47.6805728518057,,,,,,
Pakistan,1998,,47.6857617268576,,,,,,
Pakistan,1997,,47.5677148194271,,,,,,
Pakistan,1996,,46.92299709423,,,,,,
Pakistan,1995,,46.733603154836,,,,,,
Pakistan,1994,,46.4274595267746,,,,,,
Pakistan,1993,,46.3755707762557,,,,,,
Pakistan,1992,,45.895599833956,,,,,,
Pakistan,1991,,45.7529057700291,,,,,,
Pakistan,1990,,45.6698837691988,,,,,,
Russian Federation,2020,,13.1584362579663,,,,,,
Russian Federation,2019,,13.1584362579663,,,,,,
Russian Federation,2018,,13.1584362579663,,,,,,
Russian Federation,2017,,13.1584362579663,,,,,,
Russian Federation,2016,,13.1584362579663,,,,,,
Russian Federation,2015,,13.1584362579663,,,,,,
Russian Federation,2014,,13.1584362579663,,,,,,
Russian Federation,2013,,13.1584362579663,,,,,,
Russian Federation,2012,,13.1584362579663,,,,,,
Russian Federation,2011,,13.1584362579663,,,,,,
